geoarea,researcher,col_name,question,selection,region,subregion,sids,economy_sids,income_group_wb,survey,research, [FC], [HFC], [A], [PS], [FO], [CID], [RO], [MR], [CO], [CR], [GDL], [FR], [AR], [SP], [PT], [BD],research_tech,research_tech_clean,research_CID,research_org,research_org_clean
Egypt,Sarti,Q10_mining,Q10,No [A],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q13_comments,Q13,,Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q13_other,Q13,No [A],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q18_auv,Q18,No [CID] [MR],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q18_bruv,Q18,No [IO],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q18_comments,Q18,"18.a  Yes [MR] The MATE Center uses underwater robots – also kNown as remotely operated vehicles or ROVs – to teach science, techNology, engineering, and math (STEM) and prepare students for technical careers. Yes [MR] The success of the young Egyptian competitors was all the more impressive considering the many obstacles that they had to face, putting them at a clear disadvantage.https://egyptindependent.com/young-egyptians-reach-finals-rov-submersible-competition-texas/ Yes  The FAROV team has a ways to go before its ROV can perform these functions though. Its ROV can currently work at a depth of up to 100 meters.https://www.wamda.com/2014/03/first-egyptian-submarine-to-seek-crowdfunding#:~:text=In%20Egypt%2C%20four%20students%20from,Operated%20Underwater%20Vehicle%20(ROV).&text=They%20can%20also%20be%20used,scanning%2C%20burial%2C%20and%20trenching. Yes  The aim of this study is to get a recent seafloor mapping of the seabed characteristics applying side scan sonar soNography, single beam echo-sounding with QTC seabed classification data, remotely operated under water vehicle (ROV) imageries, and sediment analysis in the study area of the Abu-Quir bay, Alexandria, Egypt.https://www.omicsonline.org/open-access/acoustic-survey-along-heraklieon-and-east-caNopus-ancient-greek-cities-abu-quir-bay-alexandria-egypt-2157-7617-1000289.php?aid=58923 18.b No [FC] (AUV) AsterX depth of 1,120 m https://link.springer.com/article/10.1007%2Fs11001-009-9063-3 18.c ThyssenKrupp Marine Systems, the manufacturer from which Israel and Egypt purchase submarines, is developing an unmanned underwater vehicle (UUV), according to a report by the Janes website. A prototype of the Modifiable Underwater Mothership, or MUM, project is expected to be introduced in 2024.  18.e These floats were programmed to execute 5- day cycles, to drift at a neutral parking depth of 350 m and measure temperature and salinity profiles from either 700 or 2000 m up to the surface. 18.f The first author (Egyptian) would like to thank the Egyptian Ministry of Higher Education and Nadaoka Laboratory in Tokyo Institute of TechNology for their support and for offering the tools needed for this research ",Africa,Northern Africa,,Developing,Lower middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q18_hov,Q18,No [CID],Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q18_tow_sleds,Q18,No [FC] ,Africa,Northern Africa,,Developing,Lower middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q24_comments,Q24,24.b Max depth  200 m water depth  24.d Ground truthing done by using ROV Video camera and sediment grab sampler (21 samples and ROV dives) were performed at several stations No [FC] https://www.tandfonline.com/doi/abs/10.2989/1814232X.2012.675121,Africa,Northern Africa,,Developing,Lower middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Egypt,Sarti,Q29_comments,Q29,29.e Yes https://link.springer.com/article/10.1134/S0032945221030012,Africa,Northern Africa,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,notes,notes,"Outdated research infrastructure, scarce human capacity. Marine research focuses mainly on coastal, specificically on fisheries, aquaculture and harmful algal blooms. University Francisco Gavidia is the leading institution working on marine environments. Deep sea research is absent but interests have started to explore mesophotic reefs. ",Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_biotechnology,Q10,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_comments,Q10,,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_mining,Q10,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_offshore_oil,Q10,No [CID],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_renewable_energy,Q10,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_research,Q10,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_safety,Q10,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q10_transport,Q10,No [CID],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q13_comments,Q13,,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q13_cruise,Q13,No [CID],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q13_traditional,Q13,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q18_auv,Q18,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q18_bruv,Q18,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q18_comments,Q18,,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q18_drifters,Q18,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q18_hov,Q18,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q18_rov,Q18,No [A],Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q18_tow_sleds,Q18,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q24_comments,Q24,,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q24_eDNA,Q24,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q24_imaging,Q24,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q29_comments,Q29,,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q29_ml,Q29,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
El Salvador,Cambronero,Q29_sequencing,Q29,No,Latin America and the Caribbean,Central America,,Developing,Lower middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,notes,notes,lack of data on this country/ poorly developed research/ high rates of illegal fishing,Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q10_aquaculture,Q10,No [CID] [SP],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q10_biotechnology,Q10,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q10_comments,Q10,"10.a https://www.google.com/url?q=https://www.afdb.org/ar/documents/ami-guinee-equatoriale-recrutement-dun-expert-national-en-developpement-de-partenariat-public-prive-ppp-paspa&sa=D&source=editors&ust=1641490855698988&usg=AOvVaw3itqmhAwpKYbbQEpHPZHVA 10.c The Equatorial Guinée comprises an exclusive ecoNomic zone of 310,000 km2, which represents a potentiel de pêche dont doivent profiter les Équato-Guinéens. Actually, the secretary of the breast is sous-developed and the majeure part of the float is an artistic activity of subsistence. 10.f Equatorial Guinea has a scientific policy and a legal framework that governs scientific research. However, the development of these organs is hampered by several weaknesses. 10.l http://www.image-sa.com/es/servicios/transporte-maritimo/ Yes https://www.maritime-executive.com/article/equatorial-guinea-successfully-develops-offshore-gas-mega-hub ",Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q10_mining,Q10,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q10_research,Q10,No [CID],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q13_comments,Q13,"12.b https://s3-us-west-2.amazonaws.com/legacy.seaaroundus/doc/Researcher+Publications/dpauly/PDF/2015/Working+Papers/EquatorialGuineaCatchReconstruction.pdf 12.e The artisanal fishery operates caNoes called ‘cayucos’, ranging from 2 to 11 m, with or without an outboard motor and carrying trammel nets, gill nets or other gear. Cast nets, hooks and lines, driftnets, traps, baskets and buckets, weirs and barriers and other gear are also used, especially in estuaries (FAO 2003) 12.g  https://chinadialogueocean.net/13072-how-ai-is-identifying-illegal-trawlers-in-africa/ ",Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q13_cruise,Q13,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q13_other,Q13,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q13_recreational,Q13,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q13_research,Q13,No [GDL] [FR],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q18_auv,Q18,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q18_bruv,Q18,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q18_comments,Q18,"18.a  Yes [CO] [MR] https://ethnarchenergy.com/rov-remotely-operated-vehicle/ Yes [FC] [HFC] This inNovative and complex method which was completed at a water depth of 780m, has allowed Trident Energy to create new gas injection points on two subsea production jumpers where there were None before. The operation involved the London and Equatorial Guinea teams including experts from the onshore operations, production and offshore departments. Trident Energy was also supported by contractors including Trendsetter Engineering, IK Norway and Searov (a Deepocean Company). https://www.trident-energy.com/news-and-media/15/trident-energy-completes-inNovative-hot-tapping-operation-on-the-ceiba-field",Africa,Middle Africa,,Developing,Upper middle income,,research,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q18_drifters,Q18,No [FC] ,Africa,Middle Africa,,Developing,Upper middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q18_hov,Q18,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q18_tow_sleds,Q18,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q24_comments,Q24,"24.a our analyses were focused mainly within the equatorial band (1°N–1°S), and in the 0–100 m depth stratum where biological activity is most prevalent.  24.d Equatorial Guinea-Malabo- Port of Malabo",Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q24_ctd,Q24,No [FC] ,Africa,Middle Africa,,Developing,Upper middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q24_eDNA,Q24,No [A],Africa,Middle Africa,,Developing,Upper middle income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q24_mapping,Q24,No [FC],Africa,Middle Africa,,Developing,Upper middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q24_o2,Q24,No [FC] ,Africa,Middle Africa,,Developing,Upper middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q24_water_sampling,Q24,No [FC] ,Africa,Middle Africa,,Developing,Upper middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q29_comments,Q29,29.e No [FC] https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.81666-0,Africa,Middle Africa,,Developing,Upper middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Equatorial Guinea,Sarti,Q29_sequencing,Q29,No [FC],Africa,Middle Africa,,Developing,Upper middle income,,research,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,notes,notes,https://commons.wmu.se/cgi/viewcontent.cgi?article=1150&context=all_dissertations,Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q10_comments,Q10,10h. https://www.er.undp.org/content/eritrea/en/home/ourwork/environmentandenergy/successstories/alternative-energy-for-eritrean-rural-communities.html,Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q10_mining,Q10,No,Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q13_comments,Q13,,Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q13_other,Q13,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q18_auv,Q18,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q18_bruv,Q18,No[A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q18_comments,Q18,,Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q18_drifters,Q18,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q18_hov,Q18,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q18_rov,Q18,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q18_tow_sleds,Q18,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q24_comments,Q24,,Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q24_ctd,Q24,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q24_eDNA,Q24,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q24_imaging,Q24,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q24_mapping,Q24,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q24_navigation,Q24,No [A],Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Eritrea,Brady,Q29_comments,Q29,"29.e First author from Department of Plant Sciences, University of Asmara Eritrea ",Africa,Eastern Africa,,Developing,Low income,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Falkland Islands,Sarti,notes,notes,"Predominate demand for ROV operations is projected to dominate in Latin America with major
activities in Brazil, Guyana and the Falkland Islands bolstering demand https://www2.ifrn.edu.br/ojs/index.php/HOLOS/article/download/9422/pdf",Latin America and the Caribbean,South America,,Unclassified,Not classified,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Falkland Islands,Sarti,Q10_biotechnology,Q10,No,Latin America and the Caribbean,South America,,Unclassified,Not classified,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
Falkland Islands,Sarti,Q10_comments,Q10,10.b https://www.theguardian.com/environment/2009/may/12/uk-argentina-falklands-seabed,Latin America and the Caribbean,South America,,Unclassified,Not classified,,research,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,
